Order_ID,Order_Date,Category,Product,Sales,Profit,Quantity,Customer_Segment,Region
846,2025-04-25,Sports,Bat,46943,2170,4,Consumer,North
847,2025-04-26,Books,Laptop,26975,5310,2,Corporate,West
848,2025-04-27,Home,T-Shirt,19388,4407,3,Consumer,North
849,2025-04-28,Electronics,Novel,44232,1413,6,Consumer,West
850,2025-04-29,Home,T-Shirt,16587,9573,8,Corporate,South
851,2025-04-30,Home,T-Shirt,46805,2342,8,Home Office,East
852,2025-05-01,Sports,Laptop,46537,1588,9,Corporate,South
853,2025-05-02,Books,Laptop,9846,3458,7,Home Office,North
854,2025-05-03,Clothing,Laptop,1087,7792,2,Corporate,South
855,2025-05-04,Books,Laptop,13263,8802,8,Home Office,East
856,2025-05-05,Books,Bat,42445,9341,7,Corporate,South
857,2025-05-06,Home,Laptop,4579,1953,8,Home Office,East
858,2025-05-07,Books,Bat,36616,224,3,Corporate,East
859,2025-05-08,Electronics,Bat,20715,2280,7,Home Office,South
860,2025-05-09,Home,Laptop,26317,4337,9,Corporate,West
861,2025-05-10,Electronics,Sofa,25265,4210,3,Consumer,North
862,2025-05-11,Clothing,Novel,30612,7156,6,Home Office,West
863,2025-05-12,Home,T-Shirt,26056,9739,2,Corporate,West
864,2025-05-13,Clothing,Bat,18599,3221,2,Home Office,South
865,2025-05-14,Home,Novel,44053,1617,5,Home Office,North
866,2025-05-15,Sports,Sofa,45596,1201,5,Corporate,North
867,2025-05-16,Books,T-Shirt,6950,7669,7,Home Office,West
868,2025-05-17,Sports,T-Shirt,13730,6083,2,Corporate,South
869,2025-05-18,Clothing,Bat,29509,8610,7,Consumer,North
870,2025-05-19,Books,Laptop,5933,4996,5,Home Office,West
871,2025-05-20,Home,Sofa,34366,8284,6,Consumer,North
872,2025-05-21,Books,Bat,40364,1957,8,Home Office,South
873,2025-05-22,Electronics,Sofa,19210,3540,4,Home Office,South
874,2025-05-23,Books,Laptop,11939,2585,7,Home Office,South
875,2025-05-24,Electronics,Laptop,42355,4223,6,Corporate,North
876,2025-05-25,Books,Bat,16521,1343,2,Consumer,East
877,2025-05-26,Electronics,Laptop,6916,4819,8,Home Office,North
878,2025-05-27,Clothing,Novel,7480,4846,9,Corporate,East
879,2025-05-28,Sports,T-Shirt,18558,6921,5,Home Office,South
880,2025-05-29,Home,Bat,11601,3022,4,Corporate,West
881,2025-05-30,Books,Sofa,41218,3972,6,Home Office,East
882,2025-05-31,Sports,Novel,33102,5047,8,Consumer,South
883,2025-06-01,Home,Bat,9622,7082,3,Consumer,South
884,2025-06-02,Home,Laptop,13076,1042,1,Home Office,East
885,2025-06-03,Electronics,Laptop,28016,8162,4,Corporate,West
886,2025-06-04,Clothing,Laptop,22933,5337,4,Home Office,South
887,2025-06-05,Clothing,Laptop,1589,2290,1,Corporate,East
888,2025-06-06,Sports,Sofa,37846,1526,9,Home Office,West
889,2025-06-07,Clothing,Novel,9627,6476,3,Corporate,West
890,2025-06-08,Books,T-Shirt,10987,439,5,Consumer,South
891,2025-06-09,Clothing,Sofa,655,1049,6,Home Office,North
892,2025-06-10,Sports,Sofa,2458,1905,8,Consumer,North
893,2025-06-11,Clothing,T-Shirt,11193,8175,6,Consumer,South
894,2025-06-12,Books,T-Shirt,39612,8900,3,Home Office,West
895,2025-06-13,Electronics,Laptop,39047,2813,6,Home Office,South
896,2025-06-14,Sports,Sofa,29295,3713,1,Corporate,East
897,2025-06-15,Electronics,Bat,21947,5036,4,Corporate,North
898,2025-06-16,Electronics,T-Shirt,37098,1531,6,Consumer,East
899,2025-06-17,Electronics,T-Shirt,42314,7306,7,Corporate,South
900,2025-06-18,Home,Novel,25715,3781,3,Corporate,South
901,2025-06-19,Home,Bat,10294,7312,9,Home Office,West
902,2025-06-20,Electronics,Bat,33709,501,7,Corporate,West
903,2025-06-21,Sports,T-Shirt,22924,9779,1,Consumer,West
904,2025-06-22,Books,Laptop,47746,3143,2,Corporate,East
905,2025-06-23,Books,Novel,37896,932,1,Consumer,West
906,2025-06-24,Clothing,Bat,6870,4458,9,Home Office,South
907,2025-06-25,Sports,T-Shirt,10028,4118,9,Consumer,West
908,2025-06-26,Home,Bat,28776,3327,7,Corporate,North
909,2025-06-27,Electronics,Novel,44833,8616,3,Home Office,West
910,2025-06-28,Clothing,Novel,8679,8001,5,Corporate,East
911,2025-06-29,Books,Sofa,49281,4740,4,Home Office,North
912,2025-06-30,Home,T-Shirt,17343,4645,7,Home Office,North
913,2025-07-01,Home,Novel,24452,4609,9,Corporate,North
914,2025-07-02,Electronics,Sofa,33660,7341,2,Corporate,East
915,2025-07-03,Books,Sofa,45398,8210,8,Home Office,South
916,2025-07-04,Sports,Bat,30016,162,9,Home Office,West
917,2025-07-05,Home,Bat,10949,5181,9,Corporate,North
918,2025-07-06,Electronics,Sofa,21625,3247,7,Consumer,North
919,2025-07-07,Sports,Bat,7918,189,9,Corporate,North
920,2025-07-08,Books,Novel,23246,1474,9,Home Office,South
921,2025-07-09,Home,Laptop,2954,2999,3,Corporate,South
922,2025-07-10,Sports,Novel,18261,3218,4,Consumer,East
923,2025-07-11,Sports,Sofa,15723,8758,2,Corporate,South
924,2025-07-12,Sports,Sofa,7201,6093,3,Home Office,West
925,2025-07-13,Home,Novel,3097,7039,5,Corporate,East
926,2025-07-14,Home,Bat,641,7286,5,Home Office,East
927,2025-07-15,Clothing,Bat,3159,6311,6,Home Office,West
928,2025-07-16,Books,Sofa,21480,937,7,Corporate,West
929,2025-07-17,Electronics,T-Shirt,9531,3154,7,Home Office,West
930,2025-07-18,Sports,Bat,15537,99,1,Home Office,East
931,2025-07-19,Clothing,Novel,47238,4001,2,Consumer,East
932,2025-07-20,Electronics,Bat,38929,3610,9,Consumer,East
933,2025-07-21,Clothing,Novel,6642,68,2,Consumer,West
934,2025-07-22,Home,Sofa,12609,4871,6,Consumer,West
935,2025-07-23,Sports,Bat,22510,6390,1,Home Office,North
936,2025-07-24,Electronics,Novel,9287,8108,3,Corporate,South
937,2025-07-25,Electronics,Sofa,43364,9715,2,Home Office,North
938,2025-07-26,Electronics,T-Shirt,8972,2656,3,Home Office,West
939,2025-07-27,Electronics,Novel,23883,7896,5,Home Office,East
940,2025-07-28,Electronics,T-Shirt,4749,8693,6,Corporate,West
941,2025-07-29,Clothing,T-Shirt,48217,6482,9,Consumer,South
942,2025-07-30,Sports,Laptop,35018,3815,4,Home Office,North
943,2025-07-31,Home,Bat,18851,2488,7,Home Office,North
944,2025-08-01,Home,Novel,4588,9791,6,Consumer,East
945,2025-08-02,Home,T-Shirt,15782,6408,2,Home Office,North
946,2025-08-03,Home,Laptop,19830,8369,8,Corporate,North
947,2025-08-04,Clothing,Sofa,42909,5991,7,Home Office,West
948,2025-08-05,Books,Novel,22278,7694,7,Home Office,North
949,2025-08-06,Sports,T-Shirt,24764,4905,8,Consumer,North
950,2025-08-07,Electronics,Bat,5575,6597,1,Home Office,North
951,2025-08-08,Books,Laptop,10912,7246,1,Home Office,East
952,2025-08-09,Home,T-Shirt,48954,5961,8,Corporate,East
953,2025-08-10,Books,Bat,28865,6531,4,Consumer,West
954,2025-08-11,Sports,T-Shirt,7730,2811,5,Consumer,North
955,2025-08-12,Electronics,Novel,48700,4506,8,Corporate,East
956,2025-08-13,Electronics,Novel,11502,9657,5,Home Office,East
957,2025-08-14,Sports,Novel,14447,6411,4,Consumer,West
958,2025-08-15,Sports,Laptop,14186,5743,6,Consumer,South
959,2025-08-16,Home,Novel,29804,5838,5,Home Office,North
960,2025-08-17,Electronics,Bat,13574,251,7,Home Office,East
961,2025-08-18,Books,T-Shirt,4993,6210,7,Consumer,West
962,2025-08-19,Clothing,Sofa,34728,567,4,Home Office,West
963,2025-08-20,Clothing,Bat,14640,7787,5,Consumer,West
964,2025-08-21,Sports,Bat,32155,9583,3,Home Office,East
965,2025-08-22,Home,Novel,43972,2038,4,Home Office,North
966,2025-08-23,Clothing,Laptop,49937,3852,4,Corporate,South
967,2025-08-24,Electronics,T-Shirt,49916,5858,3,Home Office,North
968,2025-08-25,Sports,Laptop,7316,7212,5,Corporate,West
969,2025-08-26,Books,T-Shirt,12139,6291,5,Home Office,West
970,2025-08-27,Sports,T-Shirt,47692,8449,7,Consumer,South
971,2025-08-28,Books,Laptop,47233,5683,4,Consumer,North
972,2025-08-29,Sports,Bat,29992,5805,4,Home Office,West
973,2025-08-30,Sports,T-Shirt,11740,6359,9,Home Office,West
974,2025-08-31,Sports,Laptop,33198,4167,6,Consumer,North
975,2025-09-01,Books,T-Shirt,27457,8395,4,Home Office,West
976,2025-09-02,Books,Sofa,33308,1568,2,Corporate,North
977,2025-09-03,Sports,Bat,6327,6213,6,Corporate,West
978,2025-09-04,Clothing,Novel,33262,2650,2,Corporate,North
979,2025-09-05,Home,T-Shirt,8759,2245,5,Corporate,South
980,2025-09-06,Home,Sofa,15349,3604,6,Corporate,West
981,2025-09-07,Home,Novel,16732,2899,4,Home Office,South
982,2025-09-08,Books,Novel,41072,1792,3,Home Office,West
983,2025-09-09,Books,T-Shirt,24673,1356,7,Corporate,West
984,2025-09-10,Clothing,Laptop,5874,3899,2,Home Office,East
985,2025-09-11,Home,T-Shirt,21674,7569,6,Home Office,North
986,2025-09-12,Home,Sofa,24067,4245,4,Corporate,South
987,2025-09-13,Sports,Novel,35792,5228,6,Home Office,South
988,2025-09-14,Books,T-Shirt,9777,2605,4,Home Office,South
989,2025-09-15,Home,Laptop,32100,2355,4,Home Office,North
990,2025-09-16,Clothing,T-Shirt,10385,7669,4,Corporate,East
991,2025-09-17,Clothing,Bat,1278,9330,9,Home Office,South
992,2025-09-18,Home,Laptop,29665,2692,7,Consumer,North
993,2025-09-19,Books,Sofa,1992,9419,3,Consumer,West
994,2025-09-20,Clothing,Novel,30962,6459,3,Corporate,South
995,2025-09-21,Sports,T-Shirt,14115,4807,6,Consumer,South
996,2025-09-22,Clothing,Laptop,45400,3044,6,Corporate,East
997,2025-09-23,Electronics,Bat,43446,8801,4,Consumer,South
998,2025-09-24,Electronics,Laptop,8351,1321,9,Consumer,South
999,2025-09-25,Books,Bat,16788,1863,4,Consumer,West
1000,2025-09-26,Home,Sofa,7656,8851,9,Corporate,North
